cycle,time,well,row,col,temperature,strain,inducer_ID,inducer_conc,effector_ID,effector_conc,replicate,OD,FL
6,1.66666666666667,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.036,11585
6,1.66666666666667,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.012,9327
6,1.66666666666667,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.028,11416
6,1.66666666666667,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.935,9103
6,1.66666666666667,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1,8731
6,1.66666666666667,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.022,10543
6,1.66666666666667,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.328,257
6,1.66666666666667,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.586,4199
6,1.66666666666667,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.634,5087
6,1.66666666666667,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.615,5765
6,1.66666666666667,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.642,5858
6,1.66666666666667,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.656,5832
6,1.66666666666667,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.722,6088
6,1.66666666666667,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.325,184
6,1.66666666666667,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.595,4576
6,1.66666666666667,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.772,9127
6,1.66666666666667,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.708,11470
6,1.66666666666667,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.546,5222
6,1.66666666666667,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.735,5724
6,1.66666666666667,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.685,5749
6,1.66666666666667,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.31,253
7,2,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.468,3299
7,2,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.476,2585
7,2,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.509,2435
7,2,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.602,1614
7,2,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.604,1247
7,2,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.163,165
7,2,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.304,237
7,2,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.113,11591
7,2,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.071,8742
7,2,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.102,6055
7,2,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,1.157,8108
7,2,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.886,3605
7,2,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.152,208
7,2,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.322,218
7,2,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.416,2912
7,2,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.596,3514
7,2,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.623,2560
7,2,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.65,1736
7,2,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.595,1101
7,2,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.167,241
7,2,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.324,187
7,2,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.606,3729
7,2,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.579,3316
7,2,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.671,2850
7,2,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.659,1522
7,2,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.621,1043
7,2,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.168,232
7,2,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.344,263
7,2,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.607,4960
7,2,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.691,4842
7,2,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.659,5587
7,2,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.591,5486
7,2,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.812,12474
7,2,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.692,4797
7,2,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.324,239
7,2,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.044,11679
7,2,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.017,9666
7,2,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.032,11369
7,2,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.956,9898
7,2,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.017,9832
7,2,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.029,10662
7,2,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.328,142
7,2,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.586,3737
7,2,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.634,5346
7,2,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.617,6232
7,2,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.644,5675
7,2,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.656,5376
7,2,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.722,5879
7,2,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.325,278
7,2,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.595,4496
7,2,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.771,8550
7,2,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.709,12606
7,2,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.546,4974
7,2,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.736,6146
7,2,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.685,5233
7,2,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.311,301
8,2.33333333333333,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.471,3459
8,2.33333333333333,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.479,2707
8,2.33333333333333,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.511,2550
8,2.33333333333333,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.603,1677
8,2.33333333333333,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.605,839
8,2.33333333333333,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.163,276
8,2.33333333333333,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.301,199
8,2.33333333333333,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.129,12511
8,2.33333333333333,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.082,8281
8,2.33333333333333,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.102,5465
8,2.33333333333333,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,1.126,7542
8,2.33333333333333,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.88,3658
8,2.33333333333333,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.153,285
8,2.33333333333333,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.32,197
8,2.33333333333333,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.421,2745
8,2.33333333333333,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.6,3503
8,2.33333333333333,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.625,2610
8,2.33333333333333,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.654,1671
8,2.33333333333333,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.597,1187
8,2.33333333333333,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.166,155
8,2.33333333333333,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.325,130
8,2.33333333333333,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.609,3467
8,2.33333333333333,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.583,3555
8,2.33333333333333,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.673,2740
8,2.33333333333333,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.665,1679
8,2.33333333333333,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.624,1185
8,2.33333333333333,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.166,161
8,2.33333333333333,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.345,254
8,2.33333333333333,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.608,4449
8,2.33333333333333,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.691,5058
8,2.33333333333333,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.661,5827
8,2.33333333333333,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.592,5207
8,2.33333333333333,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.813,13068
8,2.33333333333333,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.694,5145
8,2.33333333333333,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.327,211
8,2.33333333333333,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.051,11447
8,2.33333333333333,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.022,9315
8,2.33333333333333,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.035,11806
8,2.33333333333333,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.955,9573
8,2.33333333333333,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.02,8700
8,2.33333333333333,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.037,10661
8,2.33333333333333,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.328,201
8,2.33333333333333,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.586,3747
8,2.33333333333333,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.635,5193
8,2.33333333333333,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.618,5963
8,2.33333333333333,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.646,6171
8,2.33333333333333,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.657,5635
8,2.33333333333333,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.722,5873
8,2.33333333333333,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.325,203
8,2.33333333333333,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.596,4569
8,2.33333333333333,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.775,8932
8,2.33333333333333,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.713,11286
8,2.33333333333333,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.544,5332
8,2.33333333333333,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.733,6050
8,2.33333333333333,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.685,5014
8,2.33333333333333,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.314,263
9,2.66666666666667,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.474,3631
9,2.66666666666667,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.481,2739
9,2.66666666666667,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.513,2292
9,2.66666666666667,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.604,2121
9,2.66666666666667,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.605,1066
9,2.66666666666667,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.164,204
9,2.66666666666667,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.294,159
9,2.66666666666667,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.13,11601
9,2.66666666666667,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.085,8590
9,2.66666666666667,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.103,6093
9,2.66666666666667,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,1.115,7325
9,2.66666666666667,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.872,3531
9,2.66666666666667,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.154,295
9,2.66666666666667,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.327,144
9,2.66666666666667,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.425,2846
9,2.66666666666667,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.603,3538
9,2.66666666666667,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.628,2582
9,2.66666666666667,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.655,1565
9,2.66666666666667,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.598,967
9,2.66666666666667,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.168,143
9,2.66666666666667,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.328,271
9,2.66666666666667,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.614,3412
9,2.66666666666667,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.585,3051
9,2.66666666666667,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.675,2836
9,2.66666666666667,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.665,1708
9,2.66666666666667,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.624,850
9,2.66666666666667,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.175,318
9,2.66666666666667,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.35,225
9,2.66666666666667,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.609,4557
9,2.66666666666667,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.693,5011
9,2.66666666666667,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.664,5928
9,2.66666666666667,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.593,5549
9,2.66666666666667,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.812,12324
9,2.66666666666667,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.694,5452
9,2.66666666666667,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.32,199
9,2.66666666666667,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.054,12139
9,2.66666666666667,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.026,9876
9,2.66666666666667,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.039,11465
9,2.66666666666667,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.96,10279
9,2.66666666666667,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.001,9013
9,2.66666666666667,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.042,10841
9,2.66666666666667,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.329,215
9,2.66666666666667,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.587,3816
9,2.66666666666667,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.636,4914
9,2.66666666666667,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.621,5827
9,2.66666666666667,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.644,6367
9,2.66666666666667,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.659,5646
9,2.66666666666667,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.724,6109
9,2.66666666666667,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.325,269
9,2.66666666666667,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.596,4382
9,2.66666666666667,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.786,8407
9,2.66666666666667,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.716,11343
9,2.66666666666667,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.55,4994
9,2.66666666666667,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.736,5271
9,2.66666666666667,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.687,5482
9,2.66666666666667,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.315,194
10,3,A1,1,1,30.1,BS01,Nar,0,b-Ala,0,1,0.477,3843
10,3,A2,1,2,30.1,BS01,Nar,4,b-Ala,0,1,0.485,2694
10,3,A3,1,3,30.1,BS01,Nar,10,b-Ala,0,1,0.516,2557
10,3,A4,1,4,30.1,BS01,Nar,20,b-Ala,0,1,0.606,1940
10,3,A5,1,5,30.1,BS01,Nar,60,b-Ala,0,1,0.607,1019
10,3,A6,1,6,30.1,medium,Nar,0,b-Ala,0,1,0.164,184
10,3,A7,1,7,30.1,medium,Nar,60,b-Ala,0,1,0.288,123
10,3,B1,2,1,30.1,BS01,Nar,0,b-Ala,0,2,1.149,13169
10,3,B2,2,2,30.1,BS01,Nar,4,b-Ala,0,2,1.087,7765
10,3,B3,2,3,30.1,BS01,Nar,10,b-Ala,0,2,1.105,5959
10,3,B4,2,4,30.1,BS01,Nar,20,b-Ala,0,2,1.094,7860
10,3,B5,2,5,30.1,BS01,Nar,60,b-Ala,0,2,0.866,3823
10,3,B6,2,6,30.1,medium,Nar,0,b-Ala,0,2,0.153,218
10,3,B7,2,7,30.1,medium,Nar,60,b-Ala,0,2,0.328,162
10,3,C1,3,1,30.1,BS01,Nar,0,b-Ala,0,3,0.427,3001
10,3,C2,3,2,30.1,BS01,Nar,4,b-Ala,0,3,0.606,3595
10,3,C3,3,3,30.1,BS01,Nar,10,b-Ala,0,3,0.627,2590
10,3,C4,3,4,30.1,BS01,Nar,20,b-Ala,0,3,0.649,1759
10,3,C5,3,5,30.1,BS01,Nar,60,b-Ala,0,3,0.599,998
10,3,C6,3,6,30.1,medium,Nar,0,b-Ala,0,3,0.169,161
10,3,C7,3,7,30.1,medium,Nar,60,b-Ala,0,3,0.327,213
10,3,D1,4,1,30.1,BS01,Nar,0,b-Ala,0,4,0.617,3680
10,3,D2,4,2,30.1,BS01,Nar,4,b-Ala,0,4,0.588,3101
10,3,D3,4,3,30.1,BS01,Nar,10,b-Ala,0,4,0.677,2866
10,3,D4,4,4,30.1,BS01,Nar,20,b-Ala,0,4,0.666,1555
10,3,D5,4,5,30.1,BS01,Nar,60,b-Ala,0,4,0.624,1075
10,3,D6,4,6,30.1,medium,Nar,0,b-Ala,0,4,0.179,268
10,3,D7,4,7,30.1,medium,Nar,60,b-Ala,0,4,0.353,294
10,3,E1,5,1,30.1,BS01,Nar,0,b-Ala,10,1,0.61,4469
10,3,E2,5,2,30.1,BS01,Nar,4,b-Ala,10,1,0.693,5069
10,3,E3,5,3,30.1,BS01,Nar,10,b-Ala,10,1,0.667,5825
10,3,E4,5,4,30.1,BS01,Nar,20,b-Ala,10,1,0.595,5758
10,3,E5,5,5,30.1,BS01,Nar,60,b-Ala,10,1,0.811,12744
10,3,E6,5,6,30.1,medium,Nar,0,b-Ala,10,1,0.695,5659
10,3,E7,5,7,30.1,medium,Nar,60,b-Ala,10,1,0.324,233
10,3,F1,6,1,30.1,BS01,Nar,0,b-Ala,10,2,1.061,11581
10,3,F2,6,2,30.1,BS01,Nar,4,b-Ala,10,2,1.029,9708
10,3,F3,6,3,30.1,BS01,Nar,10,b-Ala,10,2,1.042,11417
10,3,F4,6,4,30.1,BS01,Nar,20,b-Ala,10,2,0.967,9851
10,3,F5,6,5,30.1,BS01,Nar,60,b-Ala,10,2,1.023,9499
10,3,F6,6,6,30.1,medium,Nar,0,b-Ala,10,2,1.051,11102
10,3,F7,6,7,30.1,medium,Nar,60,b-Ala,10,2,0.33,150
10,3,G1,7,1,30.1,BS01,Nar,0,b-Ala,10,3,0.586,3783
10,3,G2,7,2,30.1,BS01,Nar,4,b-Ala,10,3,0.636,4999
10,3,G3,7,3,30.1,BS01,Nar,10,b-Ala,10,3,0.623,6063
10,3,G4,7,4,30.1,BS01,Nar,20,b-Ala,10,3,0.644,5988
10,3,G5,7,5,30.1,BS01,Nar,60,b-Ala,10,3,0.658,5707
10,3,G6,7,6,30.1,medium,Nar,0,b-Ala,10,3,0.723,5764
10,3,G7,7,7,30.1,medium,Nar,60,b-Ala,10,3,0.326,199
10,3,H1,8,1,30.1,BS01,Nar,0,b-Ala,10,4,0.597,4633
10,3,H2,8,2,30.1,BS01,Nar,4,b-Ala,10,4,0.775,9069
10,3,H3,8,3,30.1,BS01,Nar,10,b-Ala,10,4,0.718,11457
10,3,H4,8,4,30.1,BS01,Nar,20,b-Ala,10,4,0.55,5068
10,3,H5,8,5,30.1,BS01,Nar,60,b-Ala,10,4,0.736,5817
10,3,H6,8,6,30.1,medium,Nar,0,b-Ala,10,4,0.687,5724
10,3,H7,8,7,30.1,medium,Nar,60,b-Ala,10,4,0.316,305
11,3.33333333333333,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.479,3675
11,3.33333333333333,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.487,2431
11,3.33333333333333,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.519,2488
11,3.33333333333333,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.608,1995
11,3.33333333333333,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.607,1017
11,3.33333333333333,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.164,159
11,3.33333333333333,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.285,213
11,3.33333333333333,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.152,12934
11,3.33333333333333,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.091,8649
11,3.33333333333333,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.101,6013
11,3.33333333333333,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,1.109,7720
11,3.33333333333333,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.862,3805
11,3.33333333333333,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.153,177
11,3.33333333333333,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.323,236
11,3.33333333333333,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.431,2722
11,3.33333333333333,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.61,3407
11,3.33333333333333,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.629,2586
11,3.33333333333333,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.66,1715
11,3.33333333333333,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.602,1048
11,3.33333333333333,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.168,140
11,3.33333333333333,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.325,247
11,3.33333333333333,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.62,3645
11,3.33333333333333,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.591,3492
11,3.33333333333333,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.679,3167
11,3.33333333333333,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.669,1754
11,3.33333333333333,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.627,1052
11,3.33333333333333,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.176,307
11,3.33333333333333,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.352,228
11,3.33333333333333,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.611,4533
11,3.33333333333333,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.695,5092
11,3.33333333333333,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.668,5445
11,3.33333333333333,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.598,5436
11,3.33333333333333,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.812,12619
11,3.33333333333333,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.697,5291
11,3.33333333333333,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.326,174
11,3.33333333333333,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.059,11747
11,3.33333333333333,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.03,9938
11,3.33333333333333,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.042,11063
11,3.33333333333333,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.971,9420
11,3.33333333333333,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.029,9846
11,3.33333333333333,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.054,10873
11,3.33333333333333,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.326,303
11,3.33333333333333,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.587,3568
11,3.33333333333333,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.638,5528
11,3.33333333333333,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.625,6081
11,3.33333333333333,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.65,5859
11,3.33333333333333,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.656,5933
11,3.33333333333333,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.726,6273
11,3.33333333333333,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.327,211
11,3.33333333333333,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.598,4583
11,3.33333333333333,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.785,8747
11,3.33333333333333,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.721,11508
11,3.33333333333333,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.546,4850
11,3.33333333333333,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.734,6153
11,3.33333333333333,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.687,5655
11,3.33333333333333,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.319,302
12,3.66666666666667,A1,1,1,30.1,BS01,Nar,0,b-Ala,0,1,0.484,3350
12,3.66666666666667,A2,1,2,30.1,BS01,Nar,4,b-Ala,0,1,0.49,2801
12,3.66666666666667,A3,1,3,30.1,BS01,Nar,10,b-Ala,0,1,0.52,2437
12,3.66666666666667,A4,1,4,30.1,BS01,Nar,20,b-Ala,0,1,0.609,1682
12,3.66666666666667,A5,1,5,30.1,BS01,Nar,60,b-Ala,0,1,0.609,1056
12,3.66666666666667,A6,1,6,30.1,medium,Nar,0,b-Ala,0,1,0.163,155
12,3.66666666666667,A7,1,7,30.1,medium,Nar,60,b-Ala,0,1,0.278,209
12,3.66666666666667,B1,2,1,30.1,BS01,Nar,0,b-Ala,0,2,1.168,13471
12,3.66666666666667,B2,2,2,30.1,BS01,Nar,4,b-Ala,0,2,1.093,9052
12,3.66666666666667,B3,2,3,30.1,BS01,Nar,10,b-Ala,0,2,1.107,6126
12,3.66666666666667,B4,2,4,30.1,BS01,Nar,20,b-Ala,0,2,1.076,6974
12,3.66666666666667,B5,2,5,30.1,BS01,Nar,60,b-Ala,0,2,0.857,3457
12,3.66666666666667,B6,2,6,30.1,medium,Nar,0,b-Ala,0,2,0.154,184
12,3.66666666666667,B7,2,7,30.1,medium,Nar,60,b-Ala,0,2,0.323,224
12,3.66666666666667,C1,3,1,30.1,BS01,Nar,0,b-Ala,0,3,0.434,2805
12,3.66666666666667,C2,3,2,30.1,BS01,Nar,4,b-Ala,0,3,0.613,3446
12,3.66666666666667,C3,3,3,30.1,BS01,Nar,10,b-Ala,0,3,0.631,2730
